YEAR,COMPETITION,COMPETITOR,WIN_TYPE,SUBMISSION_TYPE,WEIGHT,GENDER,STAGE
2014,2014 Brazilian National Jiu-Jitsu Championship,AJ Agazarm,Loss,N/A,-76Kgs,Male,Quarter-Finals
2014,2014 Brazilian National Jiu-Jitsu Championship,Talita Nogueira,Win,N/A,Absolute Division,Female,Final
2014,2014 Brazilian National Jiu-Jitsu Championship,Mackenzie Dern,Loss,N/A,Absolute Division,Female,Final
2015,2015 World Jiu-Jitsu IBJJF Championship,Gabriel Lucas,Advantage,N/A,Ultra Heavyweight,Male,Final
2015,2015 World Jiu-Jitsu IBJJF Championship,Ricardo Evangelista,Loss,N/A,Ultra Heavyweight,Male,Final
2015,2015 World Jiu-Jitsu IBJJF Championship,Bernardo Faria,Points,N/A,Super Heavyweight,Male,Final
2015,2015 World Jiu-Jitsu IBJJF Championship,Joao Gabriel Rocha,Loss,N/A,Super Heavyweight,Male,Final
2015,2015 World Jiu-Jitsu IBJJF Championship,Alexandre Ribeiro,Points,N/A,Heavyweight,Male,Final
2015,2015 World Jiu-Jitsu IBJJF Championship,Lucas Leite,Loss,N/A,Heavyweight,Male,Final
2015,2015 World Jiu-Jitsu IBJJF Championship,Leandro Lo,Points,N/A,Medium Heavyweight,Male,Final
2015,2015 World Jiu-Jitsu IBJJF Championship,Tarsis Humphreys,Loss,N/A,Medium Heavyweight,Male,Final
2015,2015 World Jiu-Jitsu IBJJF Championship,Claudio Calasans,Points,N/A,Middleweight,Male,Final
2015,2015 World Jiu-Jitsu IBJJF Championship,Vitor Oliveira,Loss,N/A,Middleweight,Male,Final
2015,2015 World Jiu-Jitsu IBJJF Championship,Rafael Mendes,Points,N/A,Featherweight,Male,Final
2015,2015 World Jiu-Jitsu IBJJF Championship,Rubens Charles,Loss,N/A,Featherweight,Male,Final
2015,2015 World Jiu-Jitsu IBJJF Championship,Paulo Miyao,Submission,Choke From The Back,Light Featherweight,Male,Final
2015,2015 World Jiu-Jitsu IBJJF Championship,Daniel Beleza,Loss,N/A,Light Featherweight,Male,Final
2015,2015 World Jiu-Jitsu IBJJF Championship,Bruno Malfacine,Advantage,N/A,Rooster Weight,Male,Final
2015,2015 World Jiu-Jitsu IBJJF Championship,Joao Miyao,Loss,N/A,Rooster Weight,Male,Final
2015,2015 World Jiu-Jitsu IBJJF Championship,Bernardo Faria,Submission,Armbar,Absolute Division,Male,Semi-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Leandro Lo,Loss,N/A,Absolute Division,Male,Semi-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Joao Gabriel Rocha,Submission,Choke From The Back,Super Heavyweight,Male,Semi-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Yuri Simões,Loss,N/A,Super Heavyweight,Male,Semi-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Bernardo Faria,Win,N/A,Super Heavyweight,Male,Semi-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Igor Silva,Loss,N/A,Super Heavyweight,Male,Semi-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Alexandre Ribeiro,Points,N/A,Heavyweight,Male,Semi-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Jackson Sousa,Loss,N/A,Heavyweight,Male,Semi-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Lucas Leite,Decision,N/A,Heavyweight,Male,Semi-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Tim Spriggs,Loss,N/A,Heavyweight,Male,Semi-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Leandro Lo,Points,N/A,Medium Heavyweight,Male,Semi-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Renato Cardoso,Loss,N/A,Medium Heavyweight,Male,Semi-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Tarsis Humphreys,Points,N/A,Medium Heavyweight,Male,Semi-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Gustavo Gusto Campos,Loss,N/A,Medium Heavyweight,Male,Semi-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Vitor Henrique,Points,N/A,Middleweight,Male,Semi-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Otavio Sousa,Loss,N/A,Middleweight,Male,Semi-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Claudio Calasans,Points,N/A,Middleweight,Male,Semi-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Victor Estima,Loss,N/A,Middleweight,Male,Semi-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Michael Langhi,Advantage,N/A,Lightweight,Male,Semi-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Jonathan “JT” Torres,Loss,N/A,Lightweight,Male,Semi-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Lucas Lepri,Points,N/A,Lightweight,Male,Semi-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Gabriel Rollo,Loss,N/A,Lightweight,Male,Semi-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Rafael Mendes,Submission,Wrist Lock,Featherweight,Male,Semi-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Mario Reis,Loss,N/A,Featherweight,Male,Semi-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Paulo Miyao,Points,N/A,Light Featherweight,Male,Semi-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Kim Terra,Loss,N/A,Light Featherweight,Male,Semi-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Bruno Malfacine,Submission,Armbar,Rooster Weight,Male,Semi-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Rafael Barata Freitas,Loss,N/A,Rooster Weight,Male,Semi-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Joao Miyao,Submission,Choke From The Back,Rooster Weight,Male,Semi-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Ivaniel Oliveira,Loss,N/A,Rooster Weight,Male,Semi-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Bernardo Faria,Win,N/A,Absolute Division,Male,Quarter-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Erberth Santos,Loss,N/A,Absolute Division,Male,Quarter-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Leandro Lo,Points,N/A,Absolute Division,Male,Quarter-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Keenan Cornelius,Loss,N/A,Absolute Division,Male,Quarter-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Alexander Trans,Points,N/A,Ultra Heavyweight,Male,Quarter-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Rodrigo Cavaca,Loss,N/A,Ultra Heavyweight,Male,Quarter-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Ricardo Evangelista,Points,N/A,Ultra Heavyweight,Male,Quarter-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Gustavo Dias Elias,Loss,N/A,Ultra Heavyweight,Male,Quarter-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Igor Silva,Submission,Choke,Super Heavyweight,Male,Quarter-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Roberto Tussa Alencar,Loss,N/A,Super Heavyweight,Male,Quarter-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Bernardo Faria,Submission,Armbar,Super Heavyweight,Male,Quarter-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Pedro Moura,Loss,N/A,Super Heavyweight,Male,Quarter-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Joao Gabriel Rocha,Submission,Rnc,Super Heavyweight,Male,Quarter-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Erberth Santos,Loss,N/A,Super Heavyweight,Male,Quarter-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Yuri Simões,Points,N/A,Super Heavyweight,Male,Quarter-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,James Puopolo,Loss,N/A,Super Heavyweight,Male,Quarter-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Alexandre Ribeiro,Points,N/A,Heavyweight,Male,Quarter-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Dimitrius Souza,Loss,N/A,Heavyweight,Male,Quarter-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Tim Spriggs,Points,N/A,Heavyweight,Male,Quarter-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Keenan Cornelius,Loss,N/A,Heavyweight,Male,Quarter-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Jackson Sousa,Advantage,N/A,Heavyweight,Male,Quarter-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Cassio Francis,Loss,N/A,Heavyweight,Male,Quarter-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Lucas Leite,Decision,N/A,Heavyweight,Male,Quarter-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Eduardo Inojosa,Loss,N/A,Heavyweight,Male,Quarter-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Leandro Lo,Points,N/A,Medium Heavyweight,Male,Quarter-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Matheus Diniz,Loss,N/A,Medium Heavyweight,Male,Quarter-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Gustavo Gusto Campos,Submission,Armbar,Medium Heavyweight,Male,Quarter-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Patrick Gaudio,Loss,N/A,Medium Heavyweight,Male,Quarter-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Renato Cardoso,Submission,Triangle,Medium Heavyweight,Male,Quarter-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Thiago Sá Fortes Silva,Loss,N/A,Medium Heavyweight,Male,Quarter-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Tarsis Humphreys,Points,N/A,Medium Heavyweight,Male,Quarter-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Rodrigo Fajardo,Loss,N/A,Medium Heavyweight,Male,Quarter-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Otavio Sousa,Advantage,N/A,Middleweight,Male,Quarter-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Jaime Canuto,Loss,N/A,Middleweight,Male,Quarter-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Mackenzie Dern,Submission,Choke From The Back,Featherweight,Female,Final
2015,2015 World Jiu-Jitsu IBJJF Championship,Michelle Nicolini,Loss,N/A,Featherweight,Female,Final
2015,2015 World Jiu-Jitsu IBJJF Championship,Dominyka Obelenyte,Points,N/A,Absolute Division,Female,Semi-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Mackenzie Dern,Loss,N/A,Absolute Division,Female,Semi-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Mackenzie Dern,Win,N/A,Featherweight,Female,Semi-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Tammi Musumeci,Loss,N/A,Featherweight,Female,Semi-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Mackenzie Dern,Submission,Armbar,Absolute Division,Female,Quarter-Finals
2015,2015 World Jiu-Jitsu IBJJF Championship,Ana Laura Cordeiro,Loss,N/A,Absolute Division,Female,Quarter-Finals
2015,2015 Brazilian National Jiu-Jitsu Championship,Erberth Santos,Penalty,N/A,Absolute Division,Male,Final
2015,2015 Brazilian National Jiu-Jitsu Championship,Renato Cardoso,Loss,N/A,Absolute Division,Male,Final
2015,2015 Brazilian National Jiu-Jitsu Championship,Joao Gabriel Rocha,Submission,Choke,Ultra Heavyweight,Male,Final
2015,2015 Brazilian National Jiu-Jitsu Championship,Kaue Damasceno,Loss,N/A,Ultra Heavyweight,Male,Final
2015,2015 Brazilian National Jiu-Jitsu Championship,Erberth Santos,Submission,Choke From The Back,Super Heavyweight,Male,Final
2015,2015 Brazilian National Jiu-Jitsu Championship,Rodrigo Cavaca,Loss,N/A,Super Heavyweight,Male,Final
2015,2015 Brazilian National Jiu-Jitsu Championship,Cassio Francis,Submission,Choke From The Back,Heavyweight,Male,Final
2015,2015 Brazilian National Jiu-Jitsu Championship,Eduardo Inojosa,Loss,N/A,Heavyweight,Male,Final
2015,2015 Brazilian National Jiu-Jitsu Championship,Renato Cardoso,Submission,Armbar,Medium Heavyweight,Male,Final
2015,2015 Brazilian National Jiu-Jitsu Championship,Pedro Pimenta,Loss,N/A,Medium Heavyweight,Male,Final
2015,2015 Brazilian National Jiu-Jitsu Championship,Augusto Carsalade,Points,N/A,Middleweight,Male,Final
2015,2015 Brazilian National Jiu-Jitsu Championship,Claudio Mattos,Loss,N/A,Middleweight,Male,Final
2015,2015 Brazilian National Jiu-Jitsu Championship,Luan Carvalho,Advantage,N/A,Lightweight,Male,Final
2015,2015 Brazilian National Jiu-Jitsu Championship,Juan Caio Kamezawa,Loss,N/A,Lightweight,Male,Final
2015,2015 Brazilian National Jiu-Jitsu Championship,Paulo Miyao,Points,N/A,Featherweight,Male,Final
2015,2015 Brazilian National Jiu-Jitsu Championship,Isaque Paiva,Loss,N/A,Featherweight,Male,Final
2015,2015 Brazilian National Jiu-Jitsu Championship,Joao Miyao,Submission,Choke From The Back,Light Featherweight,Male,Final
2015,2015 Brazilian National Jiu-Jitsu Championship,Thomas Lisboa,Loss,N/A,Light Featherweight,Male,Final
2015,2015 Brazilian National Jiu-Jitsu Championship,Ivaniel Oliveira,Win,N/A,Rooster Weight,Male,Final
2015,2015 Brazilian National Jiu-Jitsu Championship,Jorge Nakamura,Loss,N/A,Rooster Weight,Male,Final
2015,2015 Brazilian National Jiu-Jitsu Championship,Erberth Santos,Advantage,N/A,Absolute Division,Male,Semi-Finals
2015,2015 Brazilian National Jiu-Jitsu Championship,Victor Silverio,Loss,N/A,Absolute Division,Male,Semi-Finals
2015,2015 Brazilian National Jiu-Jitsu Championship,Renato Cardoso,Submission,Armbar,Absolute Division,Male,Semi-Finals
2015,2015 Brazilian National Jiu-Jitsu Championship,Pedro Moura,Loss,N/A,Absolute Division,Male,Semi-Finals
2015,2015 Brazilian National Jiu-Jitsu Championship,Joao Gabriel Rocha,Submission,Choke From The Back,Ultra Heavyweight,Male,Semi-Finals
2015,2015 Brazilian National Jiu-Jitsu Championship,Kitner Moura,Loss,N/A,Ultra Heavyweight,Male,Semi-Finals
2015,2015 Brazilian National Jiu-Jitsu Championship,Renato Cardoso,Decision,N/A,Medium Heavyweight,Male,Semi-Finals
2015,2015 Brazilian National Jiu-Jitsu Championship,William Lima,Loss,N/A,Medium Heavyweight,Male,Semi-Finals
2015,2015 Brazilian National Jiu-Jitsu Championship,Claudio Mattos,Decision,N/A,Middleweight,Male,Semi-Finals
2015,2015 Brazilian National Jiu-Jitsu Championship,Victor Silverio,Loss,N/A,Middleweight,Male,Semi-Finals
2015,2015 Brazilian National Jiu-Jitsu Championship,Augusto Carsalade,Points,N/A,Middleweight,Male,Semi-Finals
2015,2015 Brazilian National Jiu-Jitsu Championship,Jaime Canuto,Loss,N/A,Middleweight,Male,Semi-Finals
2015,2015 Brazilian National Jiu-Jitsu Championship,Luan Carvalho,Points,N/A,Lightweight,Male,Semi-Finals
2015,2015 Brazilian National Jiu-Jitsu Championship,Sandro Vieira,Loss,N/A,Lightweight,Male,Semi-Finals
2015,2015 Brazilian National Jiu-Jitsu Championship,Luan Carvalho,Decision,N/A,Lightweight,Male,Semi-Finals
2015,2015 Brazilian National Jiu-Jitsu Championship,Michael Langhi,Loss,N/A,Lightweight,Male,Semi-Finals
2015,2015 Brazilian National Jiu-Jitsu Championship,Paulo Miyao,Points,N/A,Featherweight,Male,Semi-Finals
2015,2015 Brazilian National Jiu-Jitsu Championship,Victor Matos,Points,N/A,Featherweight,Male,Semi-Finals
2015,2015 Brazilian National Jiu-Jitsu Championship,Joao Miyao,Submission,Choke From The Back,Light Featherweight,Male,Semi-Finals
2015,2015 Brazilian National Jiu-Jitsu Championship,Pedro Azevedo,Loss,N/A,Light Featherweight,Male,Semi-Finals
2015,2015 Brazilian National Jiu-Jitsu Championship,Thomas Lisboa,Submission,Triangle,Light Featherweight,Male,Semi-Finals
2015,2015 Brazilian National Jiu-Jitsu Championship,Thales Nakassu,Loss,N/A,Light Featherweight,Male,Semi-Finals
2015,2015 Brazilian National Jiu-Jitsu Championship,Erberth Santos,Advantage,N/A,Absolute Division,Male,Quarter-Finals
2015,2015 Brazilian National Jiu-Jitsu Championship,Cassio Francis,Loss,N/A,Absolute Division,Male,Quarter-Finals
2015,2015 Brazilian National Jiu-Jitsu Championship,Victor Silverio,Advantage,N/A,Absolute Division,Male,Quarter-Finals
2015,2015 Brazilian National Jiu-Jitsu Championship,Dimitrius Souza,Loss,N/A,Absolute Division,Male,Quarter-Finals
2015,2015 Brazilian National Jiu-Jitsu Championship,Renato Cardoso,Submission,Triangle,Absolute Division,Male,Quarter-Finals
2015,2015 Brazilian National Jiu-Jitsu Championship,Felipe Cesar Silva,Loss,N/A,Absolute Division,Male,Quarter-Finals
2015,2015 Brazilian National Jiu-Jitsu Championship,Renato Cardoso,Submission,Choke From The Back,Medium Heavyweight,Male,Quarter-Finals
2015,2015 Brazilian National Jiu-Jitsu Championship,Adriano Meletto,Loss,N/A,Medium Heavyweight,Male,Quarter-Finals
2015,2015 Brazilian National Jiu-Jitsu Championship,Jaime Canuto,Submission,Triangle,Middleweight,Male,Quarter-Finals
2015,2015 Brazilian National Jiu-Jitsu Championship,Anderson Carvalho,Loss,N/A,Middleweight,Male,Quarter-Finals
2015,2015 Brazilian National Jiu-Jitsu Championship,Luan Carvalho,Injury,N/A,Lightweight,Male,Quarter-Finals
2015,2015 Brazilian National Jiu-Jitsu Championship,Fabio Caloi,Loss,N/A,Lightweight,Male,Quarter-Finals
2015,2015 Brazilian National Jiu-Jitsu Championship,Luan Carvalho,Points,N/A,Lightweight,Male,Quarter-Finals
2015,2015 Brazilian National Jiu-Jitsu Championship,Jose Thiago,Loss,N/A,Lightweight,Male,Quarter-Finals
2015,2015 Brazilian National Jiu-Jitsu Championship,Paulo Miyao,Points,N/A,Featherweight,Male,Quarter-Finals
2015,2015 Brazilian National Jiu-Jitsu Championship,Onofre Lima,Loss,N/A,Featherweight,Male,Quarter-Finals
2015,2015 Brazilian National Jiu-Jitsu Championship,Thomas Lisboa,Submission,Armlock,Light Featherweight,Male,Quarter-Finals
2015,2015 Brazilian National Jiu-Jitsu Championship,Magno Vieira,Loss,N/A,Light Featherweight,Male,Quarter-Finals
2015,2015 Brazilian National Jiu-Jitsu Championship,Monique Elias,Decision,N/A,Ultra Heavyweight,Female,Final
2015,2015 Brazilian National Jiu-Jitsu Championship,Luiza Montiero,Loss,N/A,Ultra Heavyweight,Female,Final
2015,2015 Brazilian National Jiu-Jitsu Championship,Joaquina Bonfim,Points,N/A,Ultra Heavyweight,Female,Final
2015,2015 Brazilian National Jiu-Jitsu Championship,Fabiana Santos,Loss,N/A,Ultra Heavyweight,Female,Final
2015,2015 Brazilian National Jiu-Jitsu Championship,Andresa Correa,Submission,Leg Lock,Medium Heavyweight,Female,Final
2015,2015 Brazilian National Jiu-Jitsu Championship,Leticia Lalli,Loss,N/A,Medium Heavyweight,Female,Final
2015,2015 Brazilian National Jiu-Jitsu Championship,Monique Elias,Points,N/A,Middleweight,Female,Final
2015,2015 Brazilian National Jiu-Jitsu Championship,Barbara Gomes,Loss,N/A,Middleweight,Female,Final
2015,2015 Brazilian National Jiu-Jitsu Championship,Luiza Montiero,Win,N/A,Lightweight,Female,Final
2015,2015 Brazilian National Jiu-Jitsu Championship,Cristiane Yukari,Loss,N/A,Lightweight,Female,Final
2015,2015 Brazilian National Jiu-Jitsu Championship,Mackenzie Dern,Submission,Choke From Crucifix,Featherweight,Female,Final
2015,2015 Brazilian National Jiu-Jitsu Championship,Andressa Souza,Loss,N/A,Featherweight,Female,Final
2016,2016 IBJJF World Jiu-Jitsu Championship,Marcus Almeida “Buchecha”,Points,N/A,Absolute Division,Male,Final
2016,2016 IBJJF World Jiu-Jitsu Championship,Erberth Santos,Loss,N/A,Absolute Division,Male,Final
2016,2016 IBJJF World Jiu-Jitsu Championship,Marcus Almeida “Buchecha”,Submission,Armbar,Ultra Heavyweight,Male,Final
2016,2016 IBJJF World Jiu-Jitsu Championship,James Puopolo,Loss,N/A,Ultra Heavyweight,Male,Final
2016,2016 IBJJF World Jiu-Jitsu Championship,Leonardo Nogueira,Advantage,N/A,Super Heavyweight,Male,Final
2016,2016 IBJJF World Jiu-Jitsu Championship,Alexandro Ceconi,Loss,N/A,Super Heavyweight,Male,Final
2016,2016 IBJJF World Jiu-Jitsu Championship,Andre Galvao,Decision,N/A,Heavyweight,Male,Final
2016,2016 IBJJF World Jiu-Jitsu Championship,Jackson Sousa,Loss,N/A,Heavyweight,Male,Final
2016,2016 IBJJF World Jiu-Jitsu Championship,Leandro Lo,Points,N/A,Medium Heavyweight,Male,Final
2016,2016 IBJJF World Jiu-Jitsu Championship,Romulo Barral,Loss,N/A,Medium Heavyweight,Male,Final
2016,2016 IBJJF World Jiu-Jitsu Championship,Lucas Lepri,Submission,Choke From The Back,Lightweight,Male,Final
2016,2016 IBJJF World Jiu-Jitsu Championship,Edwin Najmi,Loss,N/A,Lightweight,Male,Final
2016,2016 IBJJF World Jiu-Jitsu Championship,Rafael Mendes,Advantage,N/A,Featherweight,Male,Final
2016,2016 IBJJF World Jiu-Jitsu Championship,Marcio Andre,Loss,N/A,Featherweight,Male,Final
2016,2016 IBJJF World Jiu-Jitsu Championship,Paulo Miyao,Points,N/A,Light Featherweight,Male,Final
2016,2016 IBJJF World Jiu-Jitsu Championship,Ary Farias,Loss,N/A,Light Featherweight,Male,Final
2016,2016 IBJJF World Jiu-Jitsu Championship,Bruno Malfacine,Advantage,N/A,Rooster Weight,Male,Final
2016,2016 IBJJF World Jiu-Jitsu Championship,Caio Terra,Loss,N/A,Rooster Weight,Male,Final
2016,2016 IBJJF World Jiu-Jitsu Championship,Erberth Santos,Submission,Armbar,Absolute Division,Male,Semi-Finals
2016,2016 IBJJF World Jiu-Jitsu Championship,Bernardo Faria,Loss,N/A,Absolute Division,Male,Semi-Finals
2016,2016 IBJJF World Jiu-Jitsu Championship,James Puopolo,Points,N/A,Ultra Heavyweight,Male,Semi-Finals
2016,2016 IBJJF World Jiu-Jitsu Championship,Ricardo Evangelista,Loss,N/A,Ultra Heavyweight,Male,Semi-Finals
2016,2016 IBJJF World Jiu-Jitsu Championship,Marcus Almeida “Buchecha”,Submission,Armbar,Ultra Heavyweight,Male,Semi-Finals
2016,2016 IBJJF World Jiu-Jitsu Championship,Joao Gabriel Rocha,Loss,N/A,Ultra Heavyweight,Male,Semi-Finals
2016,2016 IBJJF World Jiu-Jitsu Championship,Leonardo Nogueira,Points,N/A,Super Heavyweight,Male,Semi-Finals
2016,2016 IBJJF World Jiu-Jitsu Championship,Luiz Panza,Loss,N/A,Super Heavyweight,Male,Semi-Finals
2016,2016 IBJJF World Jiu-Jitsu Championship,Jackson Sousa,Points,N/A,Heavyweight,Male,Semi-Finals
2016,2016 IBJJF World Jiu-Jitsu Championship,Guilherme Augusto,Loss,N/A,Heavyweight,Male,Semi-Finals
2016,2016 IBJJF World Jiu-Jitsu Championship,Andre Galvao,Advantage,N/A,Heavyweight,Male,Semi-Finals
2016,2016 IBJJF World Jiu-Jitsu Championship,Cassio Francis,Loss,N/A,Heavyweight,Male,Semi-Finals
2016,2016 IBJJF World Jiu-Jitsu Championship,Leandro Lo,Points,N/A,Medium Heavyweight,Male,Semi-Finals
2016,2016 IBJJF World Jiu-Jitsu Championship,Keenan Cornelius,Loss,N/A,Medium Heavyweight,Male,Semi-Finals
2016,2016 IBJJF World Jiu-Jitsu Championship,Romulo Barral,Submission,Cross Choke,Medium Heavyweight,Male,Semi-Finals
2016,2016 IBJJF World Jiu-Jitsu Championship,Patrick Gaudio,Loss,N/A,Medium Heavyweight,Male,Semi-Finals
2016,2016 IBJJF World Jiu-Jitsu Championship,Gabriel Arges,Win,N/A,Middleweight,Male,Semi-Finals
2016,2016 IBJJF World Jiu-Jitsu Championship,Marcos Tinoco,Loss,N/A,Middleweight,Male,Semi-Finals
2016,2016 IBJJF World Jiu-Jitsu Championship,Otavio Sousa,Points,N/A,Middleweight,Male,Semi-Finals
2016,2016 IBJJF World Jiu-Jitsu Championship,Yago de Souza,Loss,N/A,Middleweight,Male,Semi-Finals
2016,2016 IBJJF World Jiu-Jitsu Championship,Edwin Najmi,Submission,Darce Choke,Lightweight,Male,Semi-Finals
2016,2016 IBJJF World Jiu-Jitsu Championship,Gabriel Rollo,Loss,N/A,Lightweight,Male,Semi-Finals
2016,2016 IBJJF World Jiu-Jitsu Championship,Lucas Lepri,Advantage,N/A,Lightweight,Male,Semi-Finals
2016,2016 IBJJF World Jiu-Jitsu Championship,Jonathan “JT” Torres,Loss,N/A,Lightweight,Male,Semi-Finals
2016,2016 IBJJF World Jiu-Jitsu Championship,Rafael Mendes,Submission,Triangle Arm Bar,Featherweight,Male,Semi-Finals
2016,2016 IBJJF World Jiu-Jitsu Championship,Osvaldo Queixinho Moizinho,Loss,N/A,Featherweight,Male,Semi-Finals
2016,2016 IBJJF World Jiu-Jitsu Championship,Marcio Andre,Points,N/A,Featherweight,Male,Semi-Finals
