YEAR,COMPETITION,COMPETITOR,WIN_TYPE,SUBMISSION_TYPE,WEIGHT,GENDER,STAGE
2016,2016 Brazilian National Jiu-Jitsu Championship,Erberth Santos,Submission,Wrist Lock,Super Heavyweight,Male,Quarter-Finals
2016,2016 Brazilian National Jiu-Jitsu Championship,Luiz Faguntes,Loss,N/A,Super Heavyweight,Male,Quarter-Finals
2016,2016 Brazilian National Jiu-Jitsu Championship,Dimitrius Souza,DQ,N/A,Heavyweight,Male,Quarter-Finals
2016,2016 Brazilian National Jiu-Jitsu Championship,Romes Ramos,Loss,N/A,Heavyweight,Male,Quarter-Finals
2016,2016 Brazilian National Jiu-Jitsu Championship,Miguel Angel,Submission,Wrist Lock,Heavyweight,Male,Quarter-Finals
2016,2016 Brazilian National Jiu-Jitsu Championship,Felipe Cranivata,Loss,N/A,Heavyweight,Male,Quarter-Finals
2016,2016 Brazilian National Jiu-Jitsu Championship,Cassio Francis,Win,N/A,Heavyweight,Male,Quarter-Finals
2016,2016 Brazilian National Jiu-Jitsu Championship,Igor Marques,Loss,N/A,Heavyweight,Male,Quarter-Finals
2016,2016 Brazilian National Jiu-Jitsu Championship,Guilherme Augusto,Submission,Choke From The Back,Heavyweight,Male,Quarter-Finals
2016,2016 Brazilian National Jiu-Jitsu Championship,Gabriel Alves,Loss,N/A,Heavyweight,Male,Quarter-Finals
2016,2016 Brazilian National Jiu-Jitsu Championship,Patrick Gaudio,Submission,Triangle,Medium Heavyweight,Male,Quarter-Finals
2016,2016 Brazilian National Jiu-Jitsu Championship,Diego Ramalho,Loss,N/A,Medium Heavyweight,Male,Quarter-Finals
2016,2016 Brazilian National Jiu-Jitsu Championship,Renato Cardoso,Submission,Triangle,Medium Heavyweight,Male,Quarter-Finals
2016,2016 Brazilian National Jiu-Jitsu Championship,P. Dias,Loss,N/A,Medium Heavyweight,Male,Quarter-Finals
2016,2016 Brazilian National Jiu-Jitsu Championship,Ruan Oliveira,Points,N/A,Medium Heavyweight,Male,Quarter-Finals
2016,2016 Brazilian National Jiu-Jitsu Championship,Rodrigo Fajardo,Loss,N/A,Medium Heavyweight,Male,Quarter-Finals
2016,2016 Brazilian National Jiu-Jitsu Championship,Luan Carvalho,Win,N/A,Middleweight,Male,Quarter-Finals
2016,2016 Brazilian National Jiu-Jitsu Championship,Alex Cavaleri,Loss,N/A,Middleweight,Male,Quarter-Finals
2016,2016 Brazilian National Jiu-Jitsu Championship,Andresa Correa,Win,N/A,Absolute Division,Female,Final
2016,2016 Brazilian National Jiu-Jitsu Championship,Mackenzie Dern,Loss,N/A,Absolute Division,Female,Final
2016,2016 Brazilian National Jiu-Jitsu Championship,Talita Nogueira,Win,N/A,Ultra Heavyweight,Female,Final
2016,2016 Brazilian National Jiu-Jitsu Championship,Carina Santi,Loss,N/A,Ultra Heavyweight,Female,Final
2016,2016 Brazilian National Jiu-Jitsu Championship,Fabiana Santos,Win,N/A,Super Heavyweight,Female,Final
2016,2016 Brazilian National Jiu-Jitsu Championship,Andrea Pereira,Loss,N/A,Super Heavyweight,Female,Final
2016,2016 Brazilian National Jiu-Jitsu Championship,Samela Leite,Win,N/A,Heavyweight,Female,Final
2016,2016 Brazilian National Jiu-Jitsu Championship,Fernanda Mazzelli,Loss,N/A,Heavyweight,Female,Final
2016,2016 Brazilian National Jiu-Jitsu Championship,Andresa Correa,Win,N/A,Medium Heavyweight,Female,Final
2016,2016 Brazilian National Jiu-Jitsu Championship,Tania Mabel Barreto,Loss,N/A,Medium Heavyweight,Female,Final
2016,2016 Brazilian National Jiu-Jitsu Championship,Luiza Montiero,Win,N/A,Middleweight,Female,Final
2016,2016 Brazilian National Jiu-Jitsu Championship,Barbara Gomes,Loss,N/A,Middleweight,Female,Final
2016,2016 Brazilian National Jiu-Jitsu Championship,Michelle Nicolini,Win,N/A,Featherweight,Female,Final
2016,2016 Brazilian National Jiu-Jitsu Championship,Andressa Souza,Loss,N/A,Featherweight,Female,Final
2016,2016 Brazilian National Jiu-Jitsu Championship,Rayanne Santos,Win,N/A,Light Featherweight,Female,Final
2016,2016 Brazilian National Jiu-Jitsu Championship,Anna Ardisson,Loss,N/A,Light Featherweight,Female,Final
2016,2016 Brazilian National Jiu-Jitsu Championship,Mackenzie Dern,Points,N/A,Absolute Division,Female,Semi-Finals
2016,2016 Brazilian National Jiu-Jitsu Championship,Fernanda Mazzelli,Loss,N/A,Absolute Division,Female,Semi-Finals
2016,2016 Brazilian National Jiu-Jitsu Championship,Mackenzie Dern,Submission,Choke From The Back,Absolute Division,Female,Quarter-Finals
2016,2016 Brazilian National Jiu-Jitsu Championship,Andresa Lidia,Loss,N/A,Absolute Division,Female,Quarter-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Jackson Sousa,Points,N/A,Heavyweight,Male,Final
2016,2016 European Jiu-Jitsu IBJJF Championship,Felipe Bueno,Loss,N/A,Heavyweight,Male,Final
2016,2016 European Jiu-Jitsu IBJJF Championship,Yago de Souza,Points,N/A,Middleweight,Male,Final
2016,2016 European Jiu-Jitsu IBJJF Championship,Alan Finfou Nascimento,Loss,N/A,Middleweight,Male,Final
2016,2016 European Jiu-Jitsu IBJJF Championship,Marcio Andre,Decision,N/A,Featherweight,Male,Final
2016,2016 European Jiu-Jitsu IBJJF Championship,Paulo Miyao,Loss,N/A,Featherweight,Male,Final
2016,2016 European Jiu-Jitsu IBJJF Championship,Caio Terra,Advantage,N/A,Rooster Weight,Male,Final
2016,2016 European Jiu-Jitsu IBJJF Championship,Koji Shibamoto,Loss,N/A,Rooster Weight,Male,Final
2016,2016 European Jiu-Jitsu IBJJF Championship,Romulo Barral,Submission,Choke From The Back,Absolute Division,Male,Semi-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Jackson Sousa,Loss,N/A,Absolute Division,Male,Semi-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Felipe Pena,Submission,Choke From The Back,Absolute Division,Male,Semi-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Erberth Santos,Loss,N/A,Absolute Division,Male,Semi-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Erberth Santos,Points,N/A,Super Heavyweight,Male,Semi-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Alexandro Ceconi,Loss,N/A,Super Heavyweight,Male,Semi-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Felipe Bueno,Points,N/A,Heavyweight,Male,Semi-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Nelton Pontes,Loss,N/A,Heavyweight,Male,Semi-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Jackson Sousa,Points,N/A,Heavyweight,Male,Semi-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Maksymilian Wiśniewski,Loss,N/A,Heavyweight,Male,Semi-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Romulo Barral,Submission,Cross Choke,Medium Heavyweight,Male,Semi-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Diogo Araujo,Loss,N/A,Medium Heavyweight,Male,Semi-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Gabriel Arges,Decision,N/A,Medium Heavyweight,Male,Semi-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Patrick Gaudio,Loss,N/A,Medium Heavyweight,Male,Semi-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Alan Finfou Nascimento,Advantage,N/A,Middleweight,Male,Semi-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Charles Negromonte,Loss,N/A,Middleweight,Male,Semi-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Yago de Souza,Points,N/A,Middleweight,Male,Semi-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Edurado Rios,Loss,N/A,Middleweight,Male,Semi-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Alex Cabanes,Penalty,N/A,Lightweight,Male,Semi-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Edwin Najmi,Loss,N/A,Lightweight,Male,Semi-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Michael Liera Jr.,Submission,Choke From The Back,Lightweight,Male,Semi-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Sam Gibson,Loss,N/A,Lightweight,Male,Semi-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Paulo Miyao,Submission,Choke From The Back,Featherweight,Male,Semi-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Brian Mahecha,Loss,N/A,Featherweight,Male,Semi-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Marcio Andre,Points,N/A,Featherweight,Male,Semi-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Italo Lins,Loss,N/A,Featherweight,Male,Semi-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Joao Miyao,Submission,Choke From The Back,Light Featherweight,Male,Semi-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Gabriel Willcox,Loss,N/A,Light Featherweight,Male,Semi-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Hiago George,Submission,Armbar,Light Featherweight,Male,Semi-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Luis Felipe Ninja Pinto,Loss,N/A,Light Featherweight,Male,Semi-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Koji Shibamoto,Decision,N/A,Rooster Weight,Male,Semi-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Rodnei Barbosa,Loss,N/A,Rooster Weight,Male,Semi-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Erberth Santos,Win,N/A,Absolute Division,Male,Quarter-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Marcio Andre,Loss,N/A,Absolute Division,Male,Quarter-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Romulo Barral,Submission,Cross Choke,Absolute Division,Male,Quarter-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Patrick Gaudio,Loss,N/A,Absolute Division,Male,Quarter-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Felipe Pena,Submission,Choke From The Back,Absolute Division,Male,Quarter-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Alan Finfou Nascimento,Loss,N/A,Absolute Division,Male,Quarter-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Jackson Sousa,Points,N/A,Absolute Division,Male,Quarter-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Kaue Damasceno,Loss,N/A,Absolute Division,Male,Quarter-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Erberth Santos,Points,N/A,Super Heavyweight,Male,Quarter-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Cassio Francis,Loss,N/A,Super Heavyweight,Male,Quarter-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Nelton Pontes,Submission,Choke From The Back,Heavyweight,Male,Quarter-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Helvecio Penna,Loss,N/A,Heavyweight,Male,Quarter-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Jackson Sousa,Submission,Armbar,Heavyweight,Male,Quarter-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Juha Leppanen,Loss,N/A,Heavyweight,Male,Quarter-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Romulo Barral,Submission,Cross Choke,Medium Heavyweight,Male,Quarter-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Josh Hinger,Loss,N/A,Medium Heavyweight,Male,Quarter-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Patrick Gaudio,Points,N/A,Medium Heavyweight,Male,Quarter-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Rodrigo Fajardo,Loss,N/A,Medium Heavyweight,Male,Quarter-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Gabriel Arges,Points,N/A,Medium Heavyweight,Male,Quarter-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Tero Pyylampi,Loss,N/A,Medium Heavyweight,Male,Quarter-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Diogo Moreno,Submission,Choke From The Back,Medium Heavyweight,Male,Quarter-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Max Carvalho,Loss,N/A,Medium Heavyweight,Male,Quarter-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Charles Negromonte,Submission,Triangle,Middleweight,Male,Quarter-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Vinicius de Castro,Loss,N/A,Middleweight,Male,Quarter-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Alan Finfou Nascimento,Submission,Armbar,Middleweight,Male,Quarter-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Jordi Lloveras,Loss,N/A,Middleweight,Male,Quarter-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Yago de Souza,Points,N/A,Middleweight,Male,Quarter-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Lucas Barbosa,Loss,N/A,Middleweight,Male,Quarter-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Michael Liera Jr.,Submission,Triangle,Lightweight,Male,Quarter-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Victor Genovesi,Loss,N/A,Lightweight,Male,Quarter-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Edwin Najmi,Submission,Toehold,Lightweight,Male,Quarter-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Kevin Mahecha,Loss,N/A,Lightweight,Male,Quarter-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Brian Mahecha,Submission,Armbar,Featherweight,Male,Quarter-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Tuomas Tammiletho,Loss,N/A,Featherweight,Male,Quarter-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Paulo Miyao,Points,N/A,Featherweight,Male,Quarter-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Masahiro Iwasaki,Loss,N/A,Featherweight,Male,Quarter-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Marcio Andre,Points,N/A,Featherweight,Male,Quarter-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Isaac Doederlein,Loss,N/A,Featherweight,Male,Quarter-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Joao Miyao,Submission,Choke From The Back,Light Featherweight,Male,Quarter-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Tsuyoshi Tamaki,Loss,N/A,Light Featherweight,Male,Quarter-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Andresa Correa,Points,N/A,Absolute Division,Female,Final
2016,2016 European Jiu-Jitsu IBJJF Championship,Mackenzie Dern,Loss,N/A,Absolute Division,Female,Final
2016,2016 European Jiu-Jitsu IBJJF Championship,Mackenzie Dern,Submission,Toehold,Featherweight,Female,Final
2016,2016 European Jiu-Jitsu IBJJF Championship,Yasmine Wilson,Loss,N/A,Featherweight,Female,Final
2016,2016 European Jiu-Jitsu IBJJF Championship,Mackenzie Dern,Submission,Toehold,Absolute Division,Female,Semi-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Olga Lyashevska,Loss,N/A,Absolute Division,Female,Semi-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Mackenzie Dern,Submission,Omoplata,Absolute Division,Female,Quarter-Finals
2016,2016 European Jiu-Jitsu IBJJF Championship,Venla Luukkonen,Loss,N/A,Absolute Division,Female,Quarter-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Marcus Almeida “Buchecha”,Advantage,N/A,Absolute Division,Male,Final
2017,IBJJF 2017 World Jiu-Jitsu Championship,Leandro Lo,Loss,N/A,Absolute Division,Male,Final
2017,IBJJF 2017 World Jiu-Jitsu Championship,Marcus Almeida “Buchecha”,Submission,Brabo Choke,Ultra Heavyweight,Male,Final
2017,IBJJF 2017 World Jiu-Jitsu Championship,Gustavo Dias Elias,Loss,N/A,Ultra Heavyweight,Male,Final
2017,IBJJF 2017 World Jiu-Jitsu Championship,Erberth Santos,Points,N/A,Super Heavyweight,Male,Final
2017,IBJJF 2017 World Jiu-Jitsu Championship,Bernardo Faria,Loss,N/A,Super Heavyweight,Male,Final
2017,IBJJF 2017 World Jiu-Jitsu Championship,Nicholas Meregali,Points,N/A,Heavyweight,Male,Final
2017,IBJJF 2017 World Jiu-Jitsu Championship,Leandro Lo,Loss,N/A,Heavyweight,Male,Final
2017,IBJJF 2017 World Jiu-Jitsu Championship,Andre Galvao,Decision,N/A,Medium Heavyweight,Male,Final
2017,IBJJF 2017 World Jiu-Jitsu Championship,Patrick Gaudio,Loss,N/A,Medium Heavyweight,Male,Final
2017,IBJJF 2017 World Jiu-Jitsu Championship,Gabriel Arges,Submission,Choke From The Back,Middleweight,Male,Final
2017,IBJJF 2017 World Jiu-Jitsu Championship,Marcos Tinoco,Loss,N/A,Middleweight,Male,Final
2017,IBJJF 2017 World Jiu-Jitsu Championship,Lucas Lepri,Injury,N/A,Lightweight,Male,Final
2017,IBJJF 2017 World Jiu-Jitsu Championship,Roberto Satoshi,Loss,N/A,Lightweight,Male,Final
2017,IBJJF 2017 World Jiu-Jitsu Championship,Rubens Charles,Advantage,N/A,Featherweight,Male,Final
2017,IBJJF 2017 World Jiu-Jitsu Championship,Leo Saggioro,Loss,N/A,Featherweight,Male,Final
2017,IBJJF 2017 World Jiu-Jitsu Championship,Mikey Musumeci,Advantage,N/A,Light Featherweight,Male,Final
2017,IBJJF 2017 World Jiu-Jitsu Championship,Joao Miyao,Loss,N/A,Light Featherweight,Male,Final
2017,IBJJF 2017 World Jiu-Jitsu Championship,Bruno Malfacine,Advantage,N/A,Rooster Weight,Male,Final
2017,IBJJF 2017 World Jiu-Jitsu Championship,Caio Terra,Loss,N/A,Rooster Weight,Male,Final
2017,IBJJF 2017 World Jiu-Jitsu Championship,Marcus Almeida “Buchecha”,Points,N/A,Absolute Division,Male,Semi-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Erberth Santos,Loss,N/A,Absolute Division,Male,Semi-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Leandro Lo,Points,N/A,Absolute Division,Male,Semi-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Luiz Panza,Loss,N/A,Absolute Division,Male,Semi-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Marcus Almeida “Buchecha”,Submission,Ezekiel,Ultra Heavyweight,Male,Semi-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Joao Gabriel Rocha,Loss,N/A,Ultra Heavyweight,Male,Semi-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Gustavo Elias,Points,N/A,Ultra Heavyweight,Male,Semi-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Otavio Nalati,Loss,N/A,Ultra Heavyweight,Male,Semi-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Erberth Santos,Points,N/A,Super Heavyweight,Male,Semi-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Mahamed Aly,Loss,N/A,Super Heavyweight,Male,Semi-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Bernardo Faria,Advantage,N/A,Super Heavyweight,Male,Semi-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Luiz Panza,Loss,N/A,Super Heavyweight,Male,Semi-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Nicholas Meregali,Submission,Triangle,Heavyweight,Male,Semi-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Dimitrius Souza,Loss,N/A,Heavyweight,Male,Semi-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Leandro Lo,Points,N/A,Heavyweight,Male,Semi-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Guilherme Augusto,Loss,N/A,Heavyweight,Male,Semi-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Patrick Gaudio,Decision,N/A,Medium Heavyweight,Male,Semi-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Romulo Barral,Loss,N/A,Medium Heavyweight,Male,Semi-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Andre Galvao,Points,N/A,Medium Heavyweight,Male,Semi-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Felipe Pena,Loss,N/A,Medium Heavyweight,Male,Semi-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Marcos Tinoco,Points,N/A,Middleweight,Male,Semi-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Otavio Sousa,Loss,N/A,Middleweight,Male,Semi-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Gabriel Arges,Decision,N/A,Middleweight,Male,Semi-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Jaime Canuto,Loss,N/A,Middleweight,Male,Semi-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Lucas Lepri,Points,N/A,Lightweight,Male,Semi-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Yan Lucas,Loss,N/A,Lightweight,Male,Semi-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Roberto Satoshi,Points,N/A,Lightweight,Male,Semi-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Jhonny Loureiro,Loss,N/A,Lightweight,Male,Semi-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Leo Saggioro,Decision,N/A,Featherweight,Male,Semi-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Gianni Grippo,Loss,N/A,Featherweight,Male,Semi-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Rubens Charles,Decision,N/A,Featherweight,Male,Semi-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Shane Jamil Hill-Taylor,Loss,N/A,Featherweight,Male,Semi-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Joao Miyao,Points,N/A,Light Featherweight,Male,Semi-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Gabriel Moraes,Loss,N/A,Light Featherweight,Male,Semi-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Mikey Musumeci,Advantage,N/A,Light Featherweight,Male,Semi-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Ary Farias,Loss,N/A,Light Featherweight,Male,Semi-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Bruno Malfacine,Submission,Armbar,Rooster Weight,Male,Semi-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Tomoyuki Hashimoto,Loss,N/A,Rooster Weight,Male,Semi-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Caio Terra,Submission,Toehold,Rooster Weight,Male,Semi-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Lucas Pinheiro,Loss,N/A,Rooster Weight,Male,Semi-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Andre Galvao,Advantage,N/A,Absolute Division,Male,Quarter-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Alexandre Ribeiro,Loss,N/A,Absolute Division,Male,Quarter-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Erberth Santos,Points,N/A,Absolute Division,Male,Quarter-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Tanner Rice,Loss,N/A,Absolute Division,Male,Quarter-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Leandro Lo,Points,N/A,Absolute Division,Male,Quarter-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Joao Gabriel Rocha,Loss,N/A,Absolute Division,Male,Quarter-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Luiz Panza,Advantage,N/A,Absolute Division,Male,Quarter-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Bernardo Faria,Loss,N/A,Absolute Division,Male,Quarter-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Marcus Almeida “Buchecha”,Submission,Choke,Absolute Division,Male,Quarter-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Mahamed Aly,Loss,N/A,Absolute Division,Male,Quarter-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Otavio Nalati,Advantage,N/A,Ultra Heavyweight,Male,Quarter-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Rodrigo Cavaca,Loss,N/A,Ultra Heavyweight,Male,Quarter-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Gustavo Elias,Advantage,N/A,Ultra Heavyweight,Male,Quarter-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Gabriel Lucas,Loss,N/A,Ultra Heavyweight,Male,Quarter-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Joao Gabriel Rocha,Points,N/A,Ultra Heavyweight,Male,Quarter-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,James Puopolo,Loss,N/A,Ultra Heavyweight,Male,Quarter-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Marcus Almeida “Buchecha”,Points,N/A,Ultra Heavyweight,Male,Quarter-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Igor Schneider,Loss,N/A,Ultra Heavyweight,Male,Quarter-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Erberth Santos,Win,N/A,Super Heavyweight,Male,Quarter-Finals
2017,IBJJF 2017 World Jiu-Jitsu Championship,Fernando Reis,Loss,N/A,Super Heavyweight,Male,Quarter-Finals
