YEAR,COMPETITION,COMPETITOR,WIN_TYPE,SUBMISSION_TYPE,WEIGHT,GENDER,STAGE
2020,2020 European Jiu-Jitsu IBJJF Championship,Danielle Alvarez,Loss,N/A,Middleweight,Female,Final
2020,2020 European Jiu-Jitsu IBJJF Championship,Ffion Davies,Submission,Rnc,Lightweight,Female,Final
2020,2020 European Jiu-Jitsu IBJJF Championship,Charlotte von Baumgarten,Loss,N/A,Lightweight,Female,Final
2020,2020 European Jiu-Jitsu IBJJF Championship,Amal Amjahid,Advantage,N/A,Featherweight,Female,Final
2020,2020 European Jiu-Jitsu IBJJF Championship,Larissa Campos,Loss,N/A,Featherweight,Female,Final
2020,2020 European Jiu-Jitsu IBJJF Championship,Ana Rodrigues,Advantage,N/A,Light Featherweight,Female,Final
2020,2020 European Jiu-Jitsu IBJJF Championship,Talita Alencar,Loss,N/A,Light Featherweight,Female,Final
2020,2020 European Jiu-Jitsu IBJJF Championship,Mayssa Bastos,Points,N/A,Rooster Weight,Female,Final
2020,2020 European Jiu-Jitsu IBJJF Championship,Serena Gabrielli,Loss,N/A,Rooster Weight,Female,Final
2020,2020 European Jiu-Jitsu IBJJF Championship,Jessica Flowers,Points,N/A,Absolute Division,Female,Semi-Finals
2020,2020 European Jiu-Jitsu IBJJF Championship,Vedha Toscano,Loss,N/A,Absolute Division,Female,Semi-Finals
2020,2020 European Jiu-Jitsu IBJJF Championship,Ffion Davies,Advantage,N/A,Absolute Division,Female,Semi-Finals
2020,2020 European Jiu-Jitsu IBJJF Championship,Larissa Campos,Loss,N/A,Absolute Division,Female,Semi-Finals
2020,2020 European Jiu-Jitsu IBJJF Championship,Maggie Grindatti,Points,N/A,Medium Heavyweight,Female,Semi-Finals
2020,2020 European Jiu-Jitsu IBJJF Championship,Maria Eduarda Vieira Santos,Loss,N/A,Medium Heavyweight,Female,Semi-Finals
2020,2020 European Jiu-Jitsu IBJJF Championship,Sabatha Lais,Submission,Rnc,Medium Heavyweight,Female,Semi-Finals
2020,2020 European Jiu-Jitsu IBJJF Championship,Danielle Alvarez,Points,N/A,Middleweight,Female,Semi-Finals
2020,2020 European Jiu-Jitsu IBJJF Championship,Julia Maele,Loss,N/A,Middleweight,Female,Semi-Finals
2020,2020 European Jiu-Jitsu IBJJF Championship,Thamara Ferreira,Submission,Toehold,Middleweight,Female,Semi-Finals
2020,2020 European Jiu-Jitsu IBJJF Championship,Hannah Rauch,Loss,N/A,Middleweight,Female,Semi-Finals
2020,2020 European Jiu-Jitsu IBJJF Championship,Ffion Davies,Points,N/A,Lightweight,Female,Semi-Finals
2020,2020 European Jiu-Jitsu IBJJF Championship,Nikki Sullivan,Loss,N/A,Lightweight,Female,Semi-Finals
2020,2020 European Jiu-Jitsu IBJJF Championship,Charlotte von Baumgarten,Points,N/A,Lightweight,Female,Semi-Finals
2020,2020 European Jiu-Jitsu IBJJF Championship,Nathalie Ribeiro,Loss,N/A,Lightweight,Female,Semi-Finals
2020,2020 European Jiu-Jitsu IBJJF Championship,Amal Amjahid,Advantage,N/A,Featherweight,Female,Semi-Finals
2020,2020 European Jiu-Jitsu IBJJF Championship,Gabriela Fechter,Loss,N/A,Featherweight,Female,Semi-Finals
2020,2020 European Jiu-Jitsu IBJJF Championship,Larissa Campos,Submission,Armlock,Featherweight,Female,Semi-Finals
2020,2020 European Jiu-Jitsu IBJJF Championship,Bianca Basilio,Loss,N/A,Featherweight,Female,Semi-Finals
2020,2020 European Jiu-Jitsu IBJJF Championship,Ana Rodrigues,Submission,Lapel Choke,Light Featherweight,Female,Semi-Finals
2020,2020 European Jiu-Jitsu IBJJF Championship,Rose El Sharouni,Loss,N/A,Light Featherweight,Female,Semi-Finals
2020,2020 European Jiu-Jitsu IBJJF Championship,Talita Alencar,Submission,Armbar,Light Featherweight,Female,Semi-Finals
2020,2020 European Jiu-Jitsu IBJJF Championship,Naomi Martin,Loss,N/A,Light Featherweight,Female,Semi-Finals
2020,2020 European Jiu-Jitsu IBJJF Championship,Larissa Campos,DQ,N/A,Absolute Division,Female,Quarter-Finals
2020,2020 European Jiu-Jitsu IBJJF Championship,Bianca Basilio,Loss,N/A,Absolute Division,Female,Quarter-Finals
2020,2020 European Jiu-Jitsu IBJJF Championship,Ffion Davies,Submission,Choke From The Back,Absolute Division,Female,Quarter-Finals
2020,2020 European Jiu-Jitsu IBJJF Championship,Charlotte von Baumgarten,Loss,N/A,Absolute Division,Female,Quarter-Finals
2020,2020 European Jiu-Jitsu IBJJF Championship,Ffion Davies,Submission,Armbar,Lightweight,Female,Quarter-Finals
2020,2020 European Jiu-Jitsu IBJJF Championship,Katherine Hill,Loss,N/A,Lightweight,Female,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Victor Hugo,Submission,Toehold,Ultra Heavyweight,Male,Final
2021,2021 World Jiu-Jitsu IBJJF Championship,Max Gimenis,Loss,N/A,Ultra Heavyweight,Male,Final
2021,2021 World Jiu-Jitsu IBJJF Championship,Erich Munis,Advantage,N/A,Super Heavyweight,Male,Final
2021,2021 World Jiu-Jitsu IBJJF Championship,Fellipe Andrew,Loss,N/A,Super Heavyweight,Male,Final
2021,2021 World Jiu-Jitsu IBJJF Championship,Kaynan Duarte,Submission,Rnc,Heavyweight,Male,Final
2021,2021 World Jiu-Jitsu IBJJF Championship,Luan Azevedo,Loss,N/A,Heavyweight,Male,Final
2021,2021 World Jiu-Jitsu IBJJF Championship,Tainan Dalpra,Points,N/A,Middleweight,Male,Final
2021,2021 World Jiu-Jitsu IBJJF Championship,Isaque Bahiense,Loss,N/A,Middleweight,Male,Final
2021,2021 World Jiu-Jitsu IBJJF Championship,Fabricio Andrey,Submission,Triangle,Featherweight,Male,Final
2021,2021 World Jiu-Jitsu IBJJF Championship,Shane Jamil Hill-Taylor,Loss,N/A,Featherweight,Male,Final
2021,2021 World Jiu-Jitsu IBJJF Championship,Diego “Pato” Oliveira Batista,Submission,Katagatame,Light Featherweight,Male,Final
2021,2021 World Jiu-Jitsu IBJJF Championship,Malachi Edmond,Loss,N/A,Light Featherweight,Male,Final
2021,2021 World Jiu-Jitsu IBJJF Championship,Mikey Musumeci,Points,N/A,Rooster Weight,Male,Final
2021,2021 World Jiu-Jitsu IBJJF Championship,Bruno Malfacine,Loss,N/A,Rooster Weight,Male,Final
2021,2021 World Jiu-Jitsu IBJJF Championship,Felipe Pena,Points,N/A,Absolute Division,Male,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Fellipe Andrew,Loss,N/A,Absolute Division,Male,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Nicholas Meregali,Decision,N/A,Absolute Division,Male,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Kaynan Duarte,Loss,N/A,Absolute Division,Male,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Max Gimenis,Points,N/A,Ultra Heavyweight,Male,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Igor Schneider,Loss,N/A,Ultra Heavyweight,Male,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Nicholas Meregali,Advantage,N/A,Ultra Heavyweight,Male,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Victor Hugo,Loss,N/A,Ultra Heavyweight,Male,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Fellipe Andrew,Points,N/A,Super Heavyweight,Male,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Devhonte Johnson,Loss,N/A,Super Heavyweight,Male,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Erich Munis,Advantage,N/A,Super Heavyweight,Male,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Felipe Pena,Loss,N/A,Super Heavyweight,Male,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Luan Azevedo,Decision,N/A,Heavyweight,Male,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Dimitrius Souza,Loss,N/A,Heavyweight,Male,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Kaynan Duarte,Decision,N/A,Heavyweight,Male,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Gabriel Henrique Oliveira,Loss,N/A,Heavyweight,Male,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Gustavo Batista,Decision,N/A,Medium Heavyweight,Male,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Leandro Lo,Loss,N/A,Medium Heavyweight,Male,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Lucas Barbosa,Submission,Rnc,Medium Heavyweight,Male,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Andre Porfirio,Loss,N/A,Medium Heavyweight,Male,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Tainan Dalpra,Submission,Choke From The Back,Middleweight,Male,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Tommy Langaker,Loss,N/A,Middleweight,Male,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Isaque Bahiense,Decision,N/A,Middleweight,Male,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Jonnatas Gracie,Loss,N/A,Middleweight,Male,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Matheus Gabriel,Decision,N/A,Lightweight,Male,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Lucas Valente,Loss,N/A,Lightweight,Male,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Renato Canuto,Points,N/A,Lightweight,Male,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Murilo Amaral,Loss,N/A,Lightweight,Male,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Shane Jamil Hill-Taylor,Points,N/A,Featherweight,Male,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Diego Sodre,Loss,N/A,Featherweight,Male,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Fabricio Andrey,Advantage,N/A,Featherweight,Male,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Alex Sodré,Loss,N/A,Featherweight,Male,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Diego “Pato” Oliveira Batista,Points,N/A,Light Featherweight,Male,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Meyram Maquine,Loss,N/A,Light Featherweight,Male,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Malachi Edmond,Advantage,N/A,Light Featherweight,Male,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Rene Lopez,Loss,N/A,Light Featherweight,Male,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Bruno Malfacine,Advantage,N/A,Rooster Weight,Male,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Rodnei Barbosa,Loss,N/A,Rooster Weight,Male,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Mikey Musumeci,Submission,Straight Ankle Lock,Rooster Weight,Male,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Jonas Andrade,Loss,N/A,Rooster Weight,Male,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Nicholas Meregali,Submission,Choke From The Back,Absolute Division,Male,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Max Gimenis,Loss,N/A,Absolute Division,Male,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Fellipe Andrew,Submission,Toehold,Absolute Division,Male,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Patrick Gaudio,Loss,N/A,Absolute Division,Male,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Nicholas Meregali,Advantage,N/A,Absolute Division,Male,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Victor Hugo,Loss,N/A,Absolute Division,Male,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Felipe Pena,Submission,Choke From The Back,Absolute Division,Male,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Kaynan Duarte,Submission,Guillotine,Absolute Division,Male,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Wallace Costa,Loss,N/A,Absolute Division,Male,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Victor Hugo,Submission,Triangle,Ultra Heavyweight,Male,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Wallace Costa,Loss,N/A,Ultra Heavyweight,Male,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Igor Schneider,Points,N/A,Ultra Heavyweight,Male,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Antonio Zuazo,Loss,N/A,Ultra Heavyweight,Male,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Max Gimenis,Advantage,N/A,Ultra Heavyweight,Male,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Luiz Panza,Loss,N/A,Ultra Heavyweight,Male,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Nicholas Meregali,Submission,Loop Choke,Ultra Heavyweight,Male,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Roberto “Cyborg” Abreu,Loss,N/A,Ultra Heavyweight,Male,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Devhonte Johnson,Points,N/A,Super Heavyweight,Male,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Fellipe Trovo,Loss,N/A,Super Heavyweight,Male,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Felipe Pena,Submission,Cross Choke,Super Heavyweight,Male,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Harryson Pereira,Loss,N/A,Super Heavyweight,Male,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Fellipe Andrew,Submission,Choke From Mount,Super Heavyweight,Male,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Marcelo Gomide,Loss,N/A,Super Heavyweight,Male,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Erich Munis,Submission,Triangle,Super Heavyweight,Male,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Josh Guerra,Loss,N/A,Super Heavyweight,Male,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Gabrieli Pessanha,Points,N/A,Absolute Division,Female,Final
2021,2021 World Jiu-Jitsu IBJJF Championship,Yara Soares,Loss,N/A,Absolute Division,Female,Final
2021,2021 World Jiu-Jitsu IBJJF Championship,Gabrieli Pessanha,Points,N/A,Super Heavyweight,Female,Final
2021,2021 World Jiu-Jitsu IBJJF Championship,Yara Soares,Loss,N/A,Super Heavyweight,Female,Final
2021,2021 World Jiu-Jitsu IBJJF Championship,Melissa Stricker Cueto,Win,N/A,Heavyweight,Female,Final
2021,2021 World Jiu-Jitsu IBJJF Championship,Izadora Cristina Silva,Loss,N/A,Heavyweight,Female,Final
2021,2021 World Jiu-Jitsu IBJJF Championship,Ana Carolina Vieira,Decision,N/A,Medium Heavyweight,Female,Final
2021,2021 World Jiu-Jitsu IBJJF Championship,Elisabeth Clay,Loss,N/A,Medium Heavyweight,Female,Final
2021,2021 World Jiu-Jitsu IBJJF Championship,Andressa Cintra,Advantage,N/A,Middleweight,Female,Final
2021,2021 World Jiu-Jitsu IBJJF Championship,Thamara Ferreira,Loss,N/A,Middleweight,Female,Final
2021,2021 World Jiu-Jitsu IBJJF Championship,Beatriz Mesquita,Win,N/A,Lightweight,Female,Final
2021,2021 World Jiu-Jitsu IBJJF Championship,Luiza Montiero,Loss,N/A,Lightweight,Female,Final
2021,2021 World Jiu-Jitsu IBJJF Championship,Gabi McComb,Points,N/A,Featherweight,Female,Final
2021,2021 World Jiu-Jitsu IBJJF Championship,Bianca Basilio,Loss,N/A,Featherweight,Female,Final
2021,2021 World Jiu-Jitsu IBJJF Championship,Ana Rodrigues,Points,N/A,Light Featherweight,Female,Final
2021,2021 World Jiu-Jitsu IBJJF Championship,Tammi Musumeci,Loss,N/A,Light Featherweight,Female,Final
2021,2021 World Jiu-Jitsu IBJJF Championship,Mayssa Bastos,Submission,Choke From The Back,Rooster Weight,Female,Final
2021,2021 World Jiu-Jitsu IBJJF Championship,Jessica Dantas,Loss,N/A,Rooster Weight,Female,Final
2021,2021 World Jiu-Jitsu IBJJF Championship,Gabrieli Pessanha,Advantage,N/A,Absolute Division,Female,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Beatriz Mesquita,Loss,N/A,Absolute Division,Female,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Yara Soares,Submission,Choke,Absolute Division,Female,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Gabi Garcia,Loss,N/A,Absolute Division,Female,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Yara Soares,Win,N/A,Super Heavyweight,Female,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Mayara Montieiro Custodino,Loss,N/A,Super Heavyweight,Female,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Gabrieli Pessanha,Submission,Choke From The Back,Super Heavyweight,Female,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Gabi Garcia,Loss,N/A,Super Heavyweight,Female,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Melissa Stricker Cueto,Advantage,N/A,Heavyweight,Female,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Maggie Grindatti,Loss,N/A,Heavyweight,Female,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Izadora Cristina Silva,Points,N/A,Heavyweight,Female,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Maria Malyjasiak,Loss,N/A,Heavyweight,Female,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Ana Carolina Vieira,Advantage,N/A,Medium Heavyweight,Female,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Fernanda Cristo,Loss,N/A,Medium Heavyweight,Female,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Elisabeth Clay,Submission,Toehold,Medium Heavyweight,Female,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Chloe Mcnally,Loss,N/A,Medium Heavyweight,Female,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Thamara Ferreira,Points,N/A,Middleweight,Female,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Raquel Canuto,Loss,N/A,Middleweight,Female,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Andressa Cintra,Win,N/A,Middleweight,Female,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Claire North,Loss,N/A,Middleweight,Female,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Beatriz Mesquita,Advantage,N/A,Lightweight,Female,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Margot Ciccarelli,Loss,N/A,Lightweight,Female,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Luiza Montiero,Win,N/A,Lightweight,Female,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Nathalie Ribeiro,Loss,N/A,Lightweight,Female,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Bianca Basilio,Submission,Toehold,Featherweight,Female,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Larissa Campos,Loss,N/A,Featherweight,Female,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Gabrielle McComb Lima,Win,N/A,Featherweight,Female,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Gabriela Fechter,Loss,N/A,Featherweight,Female,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Ana Rodrigues,Submission,Choke From Mount,Light Featherweight,Female,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Jessa Khan,Loss,N/A,Light Featherweight,Female,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Mayssa Bastos,Submission,Choke From The Back,Rooster Weight,Female,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Brenda Larissa,Loss,N/A,Rooster Weight,Female,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Jessica Dantas,Win,N/A,Rooster Weight,Female,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Serena Gabrielli,Loss,N/A,Rooster Weight,Female,Semi-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Gabrieli Pessanha,Advantage,N/A,Absolute Division,Female,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Bianca Basilio,Loss,N/A,Absolute Division,Female,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Yara Soares,Points,N/A,Absolute Division,Female,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Maria Malyjasiak,Loss,N/A,Absolute Division,Female,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Gabi Garcia,Penalty,N/A,Absolute Division,Female,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Ana Carolina Vieira,Loss,N/A,Absolute Division,Female,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Maggie Grindatti,Advantage,N/A,Heavyweight,Female,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Fernanda Mazzelli,Loss,N/A,Heavyweight,Female,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Melissa Stricker Cueto,Win,N/A,Heavyweight,Female,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Graciele Del Fava De Carvalho,Loss,N/A,Heavyweight,Female,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Izadora Cristina Silva,Win,N/A,Heavyweight,Female,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Claire-France Thévenon,Loss,N/A,Heavyweight,Female,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Maria Malyjasiak,Win,N/A,Heavyweight,Female,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Larissa De Almeida,Loss,N/A,Heavyweight,Female,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Fernanda Cristo,Win,N/A,Medium Heavyweight,Female,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Bridget Mceliece,Loss,N/A,Medium Heavyweight,Female,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Raquel Canuto,Points,N/A,Middleweight,Female,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Vannessa Griffin,Loss,N/A,Middleweight,Female,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Claire North,Points,N/A,Middleweight,Female,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Yuki Kaneko,Loss,N/A,Middleweight,Female,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Thamara Ferreira,Submission,Armbar,Middleweight,Female,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Liz Exell,Loss,N/A,Middleweight,Female,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Andressa Cintra,Points,N/A,Middleweight,Female,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Magdalena Loska,Loss,N/A,Middleweight,Female,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Luiza Montiero,Decision,N/A,Lightweight,Female,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Janaina Maia Lebre,Loss,N/A,Lightweight,Female,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Nathalie Ribeiro,Advantage,N/A,Lightweight,Female,Quarter-Finals
2021,2021 World Jiu-Jitsu IBJJF Championship,Kristin Mikkelson,Loss,N/A,Lightweight,Female,Quarter-Finals
2021,2021 Pan Jiu-Jitsu IBJJF Championship,Fellipe Andrew,Points,N/A,Absolute Division,Male,Final
2021,2021 Pan Jiu-Jitsu IBJJF Championship,Austin Baker,Loss,N/A,Absolute Division,Male,Final
2021,2021 Pan Jiu-Jitsu IBJJF Championship,Gustavo Batista,Loss,N/A,Absolute Division,Male,Final
2021,2021 Pan Jiu-Jitsu IBJJF Championship,Victor Hugo,Submission,Choke From The Back,Ultra Heavyweight,Male,Final
2021,2021 Pan Jiu-Jitsu IBJJF Championship,Rodrigo Ribeiro,Loss,N/A,Ultra Heavyweight,Male,Final
2021,2021 Pan Jiu-Jitsu IBJJF Championship,Fellipe Andrew,Points,N/A,Super Heavyweight,Male,Final
2021,2021 Pan Jiu-Jitsu IBJJF Championship,Guilherme Augusto,Loss,N/A,Super Heavyweight,Male,Final
2021,2021 Pan Jiu-Jitsu IBJJF Championship,Gustavo Batista,Advantage,N/A,Heavyweight,Male,Final
2021,2021 Pan Jiu-Jitsu IBJJF Championship,Adam Wardzinski,Loss,N/A,Heavyweight,Male,Final
2021,2021 Pan Jiu-Jitsu IBJJF Championship,Andre Porfirio,Submission,Straight Ankle Lock,Medium Heavyweight,Male,Final
2021,2021 Pan Jiu-Jitsu IBJJF Championship,Pedro Marinho,Loss,N/A,Medium Heavyweight,Male,Final
2021,2021 Pan Jiu-Jitsu IBJJF Championship,Tainan Dalpra,Points,N/A,Middleweight,Male,Final
